STATION	LONGITUDE	LATITUDE	NOISE(NM/S)	NOISE(CATEGORY)
NI.VINO	13.275	46.254	237.643	H
OE.ABTA	12.512	46.747	179.764	M
OE.ARSA	15.523	47.251	215.724	H
OE.BIOA	13.638	47.691	252.225	H
OE.CONA	15.862	47.928	334.861	H
OE.CSNA	15.859	47.928	340.414	H
OE.DAVA	9.880	47.287	349.006	H
OE.FETA	10.729	47.021	213.609	H
OE.KBA	13.345	47.078	202.350	H
OE.LESA	12.677	47.424	325.489	H
OE.MOA	14.266	47.849	296.887	H
OE.MOTA	11.104	47.345	304.463	H
OE.MYKA	13.642	46.630	199.531	M
OE.OBKA	14.549	46.509	269.272	H
OE.RETA	10.762	47.487	269.895	H
OE.RONA	16.296	47.700	295.859	H
OE.SOKA	15.033	46.678	226.252	H
OE.SQTA	11.209	47.221	237.612	H
OE.VIE	16.362	48.248	764.614	H
OE.WATA	11.576	47.336	282.074	H
OE.WTTA	11.636	47.264	240.203	H
OT.CGL1	17.517	40.648	36.701	M
OT.TAR1	17.285	40.526	193.115	M
OX.ACOM	13.514	46.548	243.704	H
OX.AGOR	12.047	46.233	171.120	M
OX.BOO	13.098	46.319	221.442	H
OX.CAE	12.438	46.009	333.588	H
OX.CIMO	12.445	46.312	179.217	M
OX.CLUD	12.881	46.457	205.464	H
OX.MPRI	12.988	46.241	289.310	H
OX.VARN	12.105	45.992	260.400	H
PL.NIE	20.300	49.418	671.179	H
RD.FLAF	6.255	43.383	231.484	H
RD.LFF	0.740	44.940	214.137	H
RD.LOR	3.859	47.268	232.089	H
RD.MTLF	2.217	43.341	177.163	M
RD.ORIF	5.880	44.918	185.736	M
RD.PGF	8.999	42.548	113.820	M
RD.RJF	1.516	45.304	198.888	M
RF.GEPF	13.139	46.275	3.671	L
RO.ARCR	24.354	47.086	578.659	H
RO.ARR	24.633	45.366	466.520	H
RO.BAIL	23.345	44.020	4363.747	H
RO.BANR	21.137	45.383	1468.911	H
RO.BIR	27.644	46.233	1978.411	H
RO.BISRR	26.710	45.548	83892.430	H
RO.BMR	23.497	47.673	489.310	H
RO.BOSR	25.661	46.075	1766.715	H
RO.BURAR	25.200	47.644	nan	B
RO.BZS	21.640	45.619	293.886	H
RO.CEIR	22.496	47.685	1437.406	H
RO.CFR	28.136	45.178	298.126	H
RO.CHLR	29.289	45.425	399.578	H
RO.CJR	23.598	46.713	497.137	H
RO.COPA	25.217	44.134	987.541	H
RO.CRAR	23.800	44.325	818.684	H
RO.CVD1	28.062	44.321	840.435	H
RO.DEV	22.898	45.887	370.051	H
RO.DOPR	25.389	45.968	331.499	H
RO.DRGR	22.711	46.792	592.301	H
RO.EFOR	28.632	44.075	396.897	H
RO.GZR	22.777	45.393	306.238	H
RO.HARR	27.930	44.689	2034.781	H
RO.HERR	22.416	44.881	1601.073	H
RO.HUMR	24.980	44.528	187332.534	H
RO.IASR	27.575	47.178	2577.494	H
RO.ICOR	27.801	44.117	1595.392	H
RO.ISR	26.543	45.119	1479.784	H
RO.IZVR	27.765	45.544	742.644	H
RO.JOSR	25.515	46.706	416.018	H
RO.LEHL	26.819	44.474	1539.103	H
RO.LEOM	28.247	46.473	1163.048	H
RO.LOT	23.770	45.446	312.964	H
RO.MDB	24.377	46.150	955.602	H
RO.MDVR	21.713	44.782	967.294	H
RO.MFTR	28.422	44.178	1874.989	H
RO.MLR	25.945	45.491	875.989	H
RO.NARR	26.737	45.816	517.911	H
RO.NEGRR	27.877	45.537	571.638	H
RO.NEHR	26.295	45.427	1693.458	H
RO.ODSR	25.292	46.297	2145.275	H
RO.ONER	26.394	46.335	19.414	L
RO.PANC	27.148	45.872	2059.936	H
RO.PGOR	26.977	44.920	41161.771	H
RO.PLOR	26.650	45.851	547.942	H
RO.PLOR4	26.650	45.851	547.942	H
RO.PRAR	26.234	47.355	4187.476	H
RO.PUNG	22.933	44.278	1979.249	H
RO.RMGR	22.692	44.663	666.655	H
RO.SCHL	27.830	45.501	758.037	H
RO.SCHLR	27.831	45.470	1137.547	H
RO.SCTR	27.995	45.674	650.091	H
RO.SRE	23.204	44.661	1827.442	H
RO.STFAR	24.961	44.863	1633.050	H
RO.SULR	26.253	44.678	2785.615	H
RO.TATR	28.050	45.598	654.182	H
RO.TESR	26.649	46.512	345.813	H
RO.TGMR	24.522	46.528	1291.921	H
RO.TLBR	28.047	44.544	807.760	H
RO.TLCR	28.815	45.186	367.058	H
RO.TNR	24.273	45.652	236.548	H
RO.TPGR	28.420	44.856	941.562	H
RO.TSSL	29.727	45.162	7393.609	H
RO.TUDR	27.669	45.594	4003.696	H
RO.VARL	27.849	45.900	1408.012	H
RO.VASR	27.791	46.642	28.561	M
RO.VLAD	24.404	43.999	816.352	H
RO.VLDR	28.081	45.844	761.703	H
RO.ZIMR	25.365	43.657	382.807	H
SI.ABSI	11.320	46.728	262.706	H
SI.BOSI	11.319	46.495	360.156	H
SI.KOSI	11.378	46.463	169.662	M
SI.LUSI	10.944	45.959	214.894	H
SI.MOSI	10.550	46.616	265.177	H
SI.ROSI	11.412	46.928	240.669	H
SK.KOLS	22.273	48.933	62182.643	H
SK.MODS	17.277	48.373	638.179	H
SK.ZST	17.102	48.196	24242.763	H
SL.BOJS	15.252	45.504	221.201	H
SL.CADS	13.737	46.228	125.920	M
SL.CEY	14.422	45.738	233.313	H
SL.CRES	15.457	45.826	246.143	H
SL.CRNS	14.261	46.081	153.034	M
SL.DOBS	15.470	46.150	330.817	H
SL.GBAS	14.443	45.935	225.699	H
SL.GBRS	14.810	45.531	190.609	M
SL.GCIS	15.627	45.867	279.005	H
SL.GOLS	15.624	46.011	308.940	H
SL.GORS	14.000	46.317	208.794	H
SL.GROS	15.502	46.461	145.658	M
SL.JAVS	14.064	45.893	207.723	H
SL.KNDS	14.381	45.528	241.272	H
SL.KOGS	16.250	46.448	345.489	H
SL.LJU	14.528	46.044	267.871	H
SL.MOZS	14.443	46.294	295.385	H
SL.PDKS	14.998	46.061	718.601	H
SL.PERS	15.114	46.636	228.194	H
SL.ROBS	13.509	46.245	118.182	M
SL.SKDS	14.014	45.546	187.708	M
SL.VISS	14.839	45.803	219.727	H
SL.VNDS	14.701	46.102	330.006	H
SL.VOJS	13.888	46.032	262.992	H
SL.ZAVS	15.025	46.434	258.251	H
ST.DOSS	11.188	45.881	224.672	H
ST.GAGG	10.959	46.084	284.483	H
TV.SU26	8.490	39.123	36.115	M
XP.FR01A	4.072	46.956	298.811	H
XP.FR02A	3.498	46.910	295.429	H
XP.FR03A	3.246	46.612	396.416	H
XP.FR04A	4.582	46.596	286.922	H
XP.FR05A	2.090	46.544	271.011	H
XP.FR06A	3.447	46.378	1855.038	H
XP.FR07A	1.297	46.196	279.065	H
XP.FR08A	4.124	46.203	452.922	H
XP.FR09A	2.630	46.138	276.568	H
XP.FR10A	0.895	45.982	245.885	H
XP.FR12A	1.243	45.745	281.088	H
XP.FR13A	1.962	45.581	267.060	H
XP.FR15A	1.075	45.265	215.670	H
XP.FR16A	3.970	45.273	594.679	H
XP.FR17A	2.259	45.145	255.356	H
XP.FR18A	2.807	44.967	334.373	H
XP.FR19A	1.774	44.944	214.662	H
XP.FR20A	1.246	44.931	351.476	H
XP.FR21A	4.452	44.892	201.644	H
XP.FR22A	3.802	44.646	463.670	H
XP.FR23A	3.340	44.734	265.022	H
XP.FR24A	1.543	44.660	468.862	H
XP.FR25A	2.079	44.603	236.295	H
XP.FR26A	4.575	44.514	1254.982	H
XP.FR27A	2.583	44.396	330.601	H
XP.FR28A	3.129	44.266	246.547	H
XP.FR29A	3.587	44.206	195.993	M
XP.FR30A	1.667	44.056	237.149	H
XP.FR31A	4.528	44.051	266.769	H
XP.FR32A	2.597	44.011	743.234	H
XP.FR33A	2.261	43.803	190.055	M
XP.FR34A	3.352	43.728	717.653	H
XP.FR35A	2.692	43.551	1377.441	H
Y5.BH02A	18.424	43.875	222.705	H
Y5.BH03A	17.689	43.821	266.911	H
Y5.BH04A	17.794	43.348	176.139	M
Y5.BH05A	18.585	43.170	168.813	M
Y5.BH06A	18.446	43.502	276.942	H
Y5.BH07A	18.036	43.751	870.196	H
Y5.BH08A	18.008	44.236	330.445	H
Y5.BH09A	16.616	44.786	1947.619	H
Y5.BH10A	17.166	44.069	385.289	H
Y5.BH12A	17.157	44.393	602.731	H
Y5.BH13A	16.320	44.891	198.108	M
Y5.BH14A	17.657	44.514	134.408	M
Y5.BH15A	18.465	45.058	633.515	H
Y5.BH16A	18.089	44.726	290.350	H
Y5.BH17A	18.551	44.384	1035.221	H
Y5.BH18A	18.997	44.770	305.890	H
Y5.BH19A	19.093	44.398	1359748.571	A
Y5.BH20A	17.662	45.093	2024.237	H
Y8.AVR	27.669	43.119	269.147	H
Y8.BG01A	27.193	43.689	1539.728	H
Y8.BG03A	26.938	43.132	1816.256	H
Y8.BG04A	26.461	42.834	354.626	H
Y8.BG05A	27.199	42.604	1464.434	H
Y8.BG11A	26.255	42.061	339.744	H
Y8.BG12A	26.780	42.118	295.441	H
Y8.BG13A	27.729	42.088	349.153	H
Y8.BG19A	25.956	43.718	694.349	H
Y8.JURR	28.877	44.766	728.851	H
Y8.PL01A	22.684	49.064	1625.368	H
Y8.PL02A	22.537	49.378	830.442	H
Y8.PL03A	22.897	50.022	2371.706	H
Y8.PL05A	22.121	49.260	2140.926	H
Y8.PL06A	22.137	49.594	1358.170	H
Y8.PL07A	22.404	49.943	1706.325	H
Y8.PL08A	22.677	50.376	989.176	H
Y8.PL09A	21.405	49.642	2287.958	H
Y8.PL10A	21.890	49.905	1821.424	H
Y8.PL12A	21.929	50.579	1325.834	H
Y8.PL13A	20.923	49.597	1618.273	H
Y8.PL14A	21.070	49.879	2201.695	H
Y8.PL15A	21.476	50.231	1450.218	H
Y8.PL16A	21.355	50.592	2006.384	H
Y8.PL17A	20.301	49.601	631.637	H
Y8.PL18A	20.506	49.970	1549.586	H
Y8.PL19A	20.944	50.283	645.961	H
Y8.PL21A	19.871	49.558	1049.233	H
Y8.PL22A	20.074	49.836	1762.582	H
Y8.PL23A	20.323	50.234	1178.069	H
Y8.PL24A	19.004	49.724	1043.499	H
Y8.PL26A	19.174	50.190	1142.985	H
Y8.PL27A	18.709	49.902	836.324	H
Y8.PL30A	17.694	50.144	663.073	H
Y8.PL31A	18.354	50.070	829.565	H
Y8.PL32A	19.862	49.294	3322.477	H
Y8.RO01A	23.715	46.235	949.733	H
Y8.RO02A	25.308	46.946	3.461	L
Y8.RO03A	23.876	44.777	1237.923	H
Y8.RO04A	27.447	45.078	2394.975	H
Y8.RO05A	24.314	44.980	1155.953	H
Y8.RO07A	27.109	46.332	1180.014	H
Y8.RO09A	20.904	45.716	1769.261	H
Y8.RO11A	22.813	44.984	471.932	H
Y8.RO12A	25.600	44.583	2158.870	H
Y8.RO13A	24.792	43.830	462.046	H
Y8.RO15A	24.398	44.314	58.115	M
Y8.RO16A	26.575	44.114	3209.342	H
Y8.RO18A	23.215	45.633	591.952	H
Y8.RO19A	23.316	45.152	1010.942	H
Y8.RO20A	22.097	45.388	370.685	H
Y8.RO28A	24.529	46.836	596.855	H
Y8.RO29A	24.996	46.146	906.357	H
Y8.RO30A	25.690	47.211	439.605	H
Y8.RO31A	21.311	46.278	3817.745	H
Y8.RO32A	23.825	47.221	525.309	H
Y8.RO35A	25.854	46.394	495.487	H
Y8.RO36A	25.124	47.340	15.267	L
Y8.RO38A	25.940	47.684	803.801	H
Y8.RO39A	26.646	47.736	5.554	L
Y8.RO43A	26.052	46.624	1251.699	H
Y8.RO44A	25.684	45.218	6506.564	H
Y8.RO45A	27.433	45.450	8767.680	H
Y8.RO46A	27.247	46.612	2743.331	H
Y8.SGRR	25.974	44.223	579.737	H
Z6.A015A	14.994	48.934	303.418	H
Z6.A023A	14.070	48.461	264.211	H
Z6.A025A	14.416	47.521	351.560	H
Z6.A026A	14.551	46.933	230.605	H
Z6.A027A	14.007	46.816	654.788	H
Z6.A028B	13.950	47.095	899.454	H
Z6.A029A	13.761	47.430	235.213	H
Z6.A030A	13.561	47.828	375.069	H
Z6.A031A	13.498	48.427	253.576	H
Z6.A033A	13.126	47.480	190.462	M
Z6.A034A	13.078	46.911	295.526	H
Z6.A035B	12.642	47.160	184.543	M
Z6.A036A	12.309	47.379	96393621.158	A
Z6.A104C	9.657	48.127	348.597	H
Z6.A141A	11.849	47.753	553.321	H
Z6.A143A	11.003	47.684	486.732	H
Z6.A145A	12.391	47.869	482.233	H
Z6.A146A	12.975	48.293	630.722	H
Z6.A148B	12.477	48.509	374.569	H
Z6.A260A	16.706	47.283	636.680	H
Z6.A261A	17.149	46.952	324.897	H
Z6.A262A	16.528	46.864	796.433	H
Z6.A263A	17.315	46.641	386.158	H
Z6.A264A	17.290	46.160	806.275	H
Z6.A265A	17.795	46.424	575.721	H
Z6.A266A	18.265	46.526	930.796	H
Z6.A267A	18.482	46.946	419.087	H
Z6.A271A	18.834	47.155	995.478	H
Z6.A272A	18.965	46.744	1292.987	H
Z6.A273A	17.816	45.916	582.304	H
Z6.A365A	10.733	48.165	542.120	H
Z6.AL01A	19.549	42.346	298.084	H
Z6.AL02A	19.396	41.409	1869.772	H
Z6.AL03A	20.005	41.602	232.242	H
Z6.AL04A	19.562	41.007	6239.961	H
Z6.AL05A	20.392	40.705	267.986	H
Z6.AL06A	19.758	40.089	222.110	H
Z6.AL07A	20.679	40.900	223.816	H
Z6.AL08A	20.102	41.105	261.175	H
Z6.CP00A	19.770	50.117	1700.532	H
Z6.CP01A	19.811	50.016	1510.120	H
Z6.CP02A	19.970	49.909	2686.280	H
Z6.CP03A	20.082	49.747	1410.408	H
Z6.CP04A	20.218	49.656	808.133	H
Z6.CP05A	20.248	49.513	1185.483	H
Z6.CP06A	20.269	49.461	600.332	H
Z6.CP07A	20.297	49.336	784.095	H
Z6.CP08A	20.272	49.272	1107.015	H
Z6.CP09A	20.282	49.164	516.913	H
Z6.CP10A	20.322	49.035	444.712	H
Z6.CP11A	20.265	48.917	461.504	H
Z6.CP12A	20.284	48.790	339.802	H
Z6.CP13A	20.341	48.712	299.578	H
Z6.CP14A	20.467	48.636	319.921	H
Z6.CP15A	20.521	48.557	337.802	H
Z6.CP16A	20.540	48.342	492.468	H
Z6.CP17A	20.511	48.219	467.786	H
Z6.GMRK	21.220	42.659	224.823	H
Z6.HU02A	20.525	48.122	446.934	H
Z6.HU04B	19.439	46.814	485.839	H
Z6.HU10A	19.019	47.845	719.295	H
Z6.HU11A	21.168	47.925	2304.874	H
Z6.HU12A	20.827	47.183	3264.072	H
Z6.HU21A	19.729	46.333	1136.167	H
Z6.HU22A	19.131	46.328	537.274	H
Z6.HU23A	20.250	47.639	2317.451	H
Z6.HU24A	21.159	46.910	2414.631	H
Z6.KKS	20.402	42.073	168.769	M
Z6.ME01A	19.881	42.846	226.591	H
Z6.ME02A	19.122	43.156	237.672	H
Z6.ME03A	19.357	43.350	957.244	H
Z6.ME05A	18.509	42.460	210.569	H
Z6.NKME	18.953	42.767	173.250	M
Z6.PEJK	20.278	42.643	181.785	M
Z6.PVY	19.959	42.594	168.454	M
Z6.SK01A	18.804	49.474	838.054	H
Z6.SK02A	19.304	49.455	2933.604	H
Z6.SK03A	18.861	49.175	518.346	H
Z6.SK11A	20.188	48.849	652.791	H
Z6.SK12A	19.994	48.318	975.997	H
Z6.SK15A	20.511	48.706	374.485	H
Z6.SK17A	21.239	49.207	735.076	H
Z6.SK18A	21.174	48.914	316.233	H
Z6.SK19A	21.933	49.249	1396.302	H
Z6.SK20A	21.609	49.214	1113.898	H
Z6.SK21A	21.997	49.013	1246.459	H
